,state,date,Gst ( goods and service tax ) payers registered,Payer eligible for gst ( goods and service tax ) registration,Gst ( goods and service tax ) return type
1665,mizoram,2018-01-01,3242.0,3817.0,GSTR-3
1666,mizoram,2018-02-01,1867.0,2578.0,GSTR-1
1667,mizoram,2018-02-01,3329.0,3954.0,GSTR-3
1668,mizoram,2018-03-01,3086.0,4048.0,GSTR-1
1669,mizoram,2018-03-01,3385.0,4048.0,GSTR-3
1670,mizoram,2018-04-01,2073.0,3433.0,GSTR-1
1671,mizoram,2018-04-01,3444.0,4276.0,GSTR-3
1672,mizoram,2018-05-01,2127.0,3586.0,GSTR-1
1673,mizoram,2018-05-01,3539.0,4461.0,GSTR-3
1674,mizoram,2018-06-01,3244.0,4577.0,GSTR-1
1675,mizoram,2018-06-01,3601.0,4577.0,GSTR-3
1676,mizoram,2018-07-01,2207.0,3714.0,GSTR-1
1677,mizoram,2018-07-01,3660.0,4676.0,GSTR-3
1678,mizoram,2018-08-01,2203.0,3697.0,GSTR-1
1679,mizoram,2018-08-01,3709.0,4739.0,GSTR-3
1680,mizoram,2018-09-01,3388.0,4810.0,GSTR-1
1681,mizoram,2018-09-01,3768.0,4810.0,GSTR-3
1682,mizoram,2018-10-01,2266.0,3785.0,GSTR-1
1683,mizoram,2018-10-01,3868.0,4912.0,GSTR-3
1684,mizoram,2018-11-01,2310.0,3841.0,GSTR-1
1685,mizoram,2018-11-01,3937.0,5025.0,GSTR-3
1686,mizoram,2018-12-01,3578.0,5062.0,GSTR-1
1687,mizoram,2018-12-01,3980.0,5062.0,GSTR-3
1688,mizoram,2019-01-01,2353.0,3750.0,GSTR-1
1689,mizoram,2019-01-01,4020.0,5081.0,GSTR-3
1690,mizoram,2019-02-01,2391.0,3712.0,GSTR-1
1691,mizoram,2019-02-01,4098.0,5100.0,GSTR-3
1692,mizoram,2019-03-01,3758.0,5225.0,GSTR-1
1693,mizoram,2019-03-01,4188.0,5225.0,GSTR-3
1694,mizoram,2019-04-01,2587.0,4309.0,GSTR-1
1695,mizoram,2019-04-01,4205.0,5303.0,GSTR-3
1696,mizoram,2019-05-01,2587.0,4314.0,GSTR-1
1697,mizoram,2019-05-01,4270.0,5386.0,GSTR-3
1698,mizoram,2019-06-01,3937.0,5454.0,GSTR-1
1699,mizoram,2019-06-01,4324.0,5454.0,GSTR-3
1700,mizoram,2019-07-01,2665.0,4339.0,GSTR-1
1701,mizoram,2019-07-01,4425.0,5617.0,GSTR-3
1702,mizoram,2019-08-01,2677.0,4331.0,GSTR-1
1703,mizoram,2019-08-01,4474.0,5716.0,GSTR-3
1704,mizoram,2019-09-01,4093.0,5800.0,GSTR-1
1705,mizoram,2019-09-01,4536.0,5800.0,GSTR-3
1706,mizoram,2019-10-01,2694.0,4378.0,GSTR-1
1707,mizoram,2019-10-01,4595.0,5880.0,GSTR-3
1708,mizoram,2019-11-01,2747.0,4406.0,GSTR-1
1709,mizoram,2019-11-01,4649.0,5984.0,GSTR-3
1710,mizoram,2019-12-01,4220.0,6083.0,GSTR-1
1711,mizoram,2019-12-01,4714.0,6083.0,GSTR-3
1712,mizoram,2020-01-01,2819.0,4479.0,GSTR-1
1713,mizoram,2020-01-01,4742.0,6170.0,GSTR-3
1714,mizoram,2020-02-01,2830.0,4501.0,GSTR-1
1715,mizoram,2020-02-01,4800.0,6245.0,GSTR-3
1716,mizoram,2020-03-01,4333.0,6256.0,GSTR-1
1717,mizoram,2020-03-01,4838.0,6256.0,GSTR-3
1718,mizoram,2020-04-01,2834.0,6216.0,GSTR-1
1719,mizoram,2020-04-01,4763.0,6220.0,GSTR-3
1720,mizoram,2020-05-01,2836.0,5730.0,GSTR-1
1721,mizoram,2020-05-01,4779.0,6236.0,GSTR-3
1722,mizoram,2020-06-01,4389.0,6293.0,GSTR-1
1723,mizoram,2020-06-01,4805.0,6293.0,GSTR-3
1724,mizoram,2020-07-01,2913.0,5052.0,GSTR-1
1725,mizoram,2020-07-01,4878.0,6429.0,GSTR-3
1726,mizoram,2020-08-01,2947.0,5122.0,GSTR-1
1727,mizoram,2020-08-01,4943.0,6586.0,GSTR-3
1728,mizoram,2020-09-01,4538.0,6663.0,GSTR-1
1729,mizoram,2020-09-01,4944.0,6663.0,GSTR-3
1730,mizoram,2020-10-01,3027.0,5175.0,GSTR-1
1731,mizoram,2020-10-01,5006.0,6801.0,GSTR-3
1732,mizoram,2020-11-01,3110.0,5189.0,GSTR-1
1733,mizoram,2020-11-01,5109.0,6877.0,GSTR-3
1734,mizoram,2020-12-01,4896.0,6826.0,GSTR-1
1735,mizoram,2020-12-01,5232.0,6826.0,GSTR-3
1736,mizoram,2021-01-01,3652.0,5390.0,GSTR-1
1737,mizoram,2021-01-01,3887.0,5390.0,GSTR-3
1738,mizoram,2021-02-01,3733.0,5125.0,GSTR-1
1739,mizoram,2021-02-01,3970.0,5128.0,GSTR-3
1740,mizoram,2021-03-01,5128.0,6600.0,GSTR-1
1741,mizoram,2021-03-01,5400.0,6600.0,GSTR-3
1742,mizoram,2021-04-01,4427.0,5899.0,GSTR-1
1743,mizoram,2021-04-01,4650.0,5899.0,GSTR-3
1744,mizoram,2021-05-01,4398.0,5806.0,GSTR-1
1745,mizoram,2021-05-01,4644.0,5806.0,GSTR-3
1746,mizoram,2021-06-01,5115.0,6586.0,GSTR-1
1747,mizoram,2021-06-01,5374.0,6586.0,GSTR-3
1748,mizoram,2021-07-01,4409.0,5878.0,GSTR-1
1749,mizoram,2021-07-01,4619.0,5878.0,GSTR-3
1750,mizoram,2021-08-01,4395.0,5897.0,GSTR-1
1751,mizoram,2021-08-01,4638.0,5897.0,GSTR-3
1752,mizoram,2021-09-01,5139.0,6699.0,GSTR-1
1753,mizoram,2021-09-01,5411.0,6699.0,GSTR-3
1754,mizoram,2021-10-01,4451.0,5948.0,GSTR-1
1755,mizoram,2021-10-01,4675.0,5948.0,GSTR-3
1756,mizoram,2021-11-01,4544.0,5965.0,GSTR-1
1757,mizoram,2021-11-01,4763.0,5965.0,GSTR-3
1758,mizoram,2021-12-01,5335.0,6810.0,GSTR-1
1759,mizoram,2021-12-01,5567.0,6810.0,GSTR-3
1760,mizoram,2022-01-01,4594.0,6017.0,GSTR-1
1761,mizoram,2022-01-01,4799.0,6017.0,GSTR-3
1762,mizoram,2022-02-01,4619.0,6141.0,GSTR-1
1763,mizoram,2022-02-01,4836.0,6141.0,GSTR-3
1764,mizoram,2022-03-01,5363.0,7097.0,GSTR-1
1765,mizoram,2022-03-01,5606.0,7097.0,GSTR-3
1766,mizoram,2022-04-01,4467.0,6298.0,GSTR-1
1767,mizoram,2022-04-01,4686.0,6298.0,GSTR-3
1768,mizoram,2022-05-01,4232.0,6340.0,GSTR-1
1769,mizoram,2022-05-01,4416.0,6340.0,GSTR-3
1770,tripura,2017-07-01,12149.0,13528.0,GSTR-1
1771,tripura,2017-07-01,12897.0,13528.0,GSTR-3
1772,tripura,2017-08-01,5201.0,6493.0,GSTR-1
1773,tripura,2017-08-01,14573.0,15567.0,GSTR-3
1774,tripura,2017-09-01,14449.0,16398.0,GSTR-1
1775,tripura,2017-09-01,15331.0,16398.0,GSTR-3
1776,tripura,2017-10-01,5449.0,6743.0,GSTR-1
1777,tripura,2017-10-01,14921.0,16060.0,GSTR-3
1778,tripura,2017-11-01,5679.0,6966.0,GSTR-1
1779,tripura,2017-11-01,15209.0,16663.0,GSTR-3
1780,tripura,2017-12-01,14702.0,16864.0,GSTR-1
1781,tripura,2017-12-01,15346.0,16864.0,GSTR-3
1782,tripura,2018-01-01,5704.0,7129.0,GSTR-1
1783,tripura,2018-01-01,15523.0,17122.0,GSTR-3
1784,tripura,2018-02-01,5764.0,7224.0,GSTR-1
1785,tripura,2018-02-01,15663.0,17347.0,GSTR-3
1786,tripura,2018-03-01,15171.0,17562.0,GSTR-1
1787,tripura,2018-03-01,15821.0,17562.0,GSTR-3
1788,tripura,2018-04-01,5919.0,10147.0,GSTR-1
1789,tripura,2018-04-01,16201.0,17899.0,GSTR-3
1790,tripura,2018-05-01,6074.0,10648.0,GSTR-1
1791,tripura,2018-05-01,16800.0,18755.0,GSTR-3
1792,tripura,2018-06-01,16511.0,19474.0,GSTR-1
1793,tripura,2018-06-01,17275.0,19474.0,GSTR-3
1794,tripura,2018-07-01,6358.0,11101.0,GSTR-1
1795,tripura,2018-07-01,17806.0,20054.0,GSTR-3
1796,tripura,2018-08-01,6489.0,10896.0,GSTR-1
1797,tripura,2018-08-01,18272.0,20636.0,GSTR-3
1798,tripura,2018-09-01,17645.0,21050.0,GSTR-1
1799,tripura,2018-09-01,18584.0,21050.0,GSTR-3
1800,tripura,2018-10-01,6668.0,10767.0,GSTR-1
1801,tripura,2018-10-01,18817.0,21400.0,GSTR-3
1802,tripura,2018-11-01,6724.0,10807.0,GSTR-1
1803,tripura,2018-11-01,18908.0,21800.0,GSTR-3
1804,tripura,2018-12-01,18311.0,22208.0,GSTR-1
1805,tripura,2018-12-01,19177.0,22208.0,GSTR-3
1806,tripura,2019-01-01,6867.0,10537.0,GSTR-1
1807,tripura,2019-01-01,19392.0,22621.0,GSTR-3
1808,tripura,2019-02-01,6884.0,10484.0,GSTR-1
1809,tripura,2019-02-01,19577.0,22940.0,GSTR-3
1810,tripura,2019-03-01,18799.0,23427.0,GSTR-1
1811,tripura,2019-03-01,19873.0,23427.0,GSTR-3
1812,tripura,2019-04-01,6759.0,13357.0,GSTR-1
1813,tripura,2019-04-01,19761.0,23557.0,GSTR-3
1814,tripura,2019-05-01,6805.0,13002.0,GSTR-1
1815,tripura,2019-05-01,19914.0,23734.0,GSTR-3
1816,tripura,2019-06-01,19252.0,24026.0,GSTR-1
1817,tripura,2019-06-01,20104.0,24026.0,GSTR-3
1818,tripura,2019-07-01,6927.0,12173.0,GSTR-1
1819,tripura,2019-07-01,20369.0,24393.0,GSTR-3
1820,tripura,2019-08-01,6991.0,11708.0,GSTR-1
1821,tripura,2019-08-01,20558.0,24459.0,GSTR-3
1822,tripura,2019-09-01,19850.0,24530.0,GSTR-1
1823,tripura,2019-09-01,20743.0,24530.0,GSTR-3
1824,tripura,2019-10-01,7099.0,11273.0,GSTR-1
1825,tripura,2019-10-01,20856.0,24644.0,GSTR-3
1826,tripura,2019-11-01,7183.0,10971.0,GSTR-1
1827,tripura,2019-11-01,21010.0,24638.0,GSTR-3
1828,tripura,2019-12-01,20126.0,24481.0,GSTR-1
1829,tripura,2019-12-01,21172.0,24481.0,GSTR-3
1830,tripura,2020-01-01,7279.0,10298.0,GSTR-1
1831,tripura,2020-01-01,21369.0,24312.0,GSTR-3
1832,tripura,2020-02-01,7226.0,9683.0,GSTR-1
1833,tripura,2020-02-01,21477.0,23986.0,GSTR-3
1834,tripura,2020-03-01,20015.0,24205.0,GSTR-1
1835,tripura,2020-03-01,21525.0,24205.0,GSTR-3
1836,tripura,2020-04-01,7665.0,24087.0,GSTR-1
1837,tripura,2020-04-01,21256.0,24177.0,GSTR-3
1838,tripura,2020-05-01,7686.0,21666.0,GSTR-1
1839,tripura,2020-05-01,21259.0,24098.0,GSTR-3
1840,tripura,2020-06-01,20257.0,24301.0,GSTR-1
1841,tripura,2020-06-01,21413.0,24301.0,GSTR-3
